Date,Open,High,Low,Close,Adj Close,Volume,neutral-count-finbert,positive-count-finbert,negative-count-finbert,average-confidence-finbert,average-neutral-score-gemini,average-positive-score-gemini,average-negative-score-gemini,prediction-label,ticker,number-employees,date_object
2024-11-25,58.650001525878906,58.959999084472656,58.27000045776367,58.7400016784668,58.7400016784668,51432769,5,0,3,0.9556786119937896,3.75,7.875,1.25,1.0,CSCO,,
2024-11-25,84.25,85.875,83.76000213623047,85.58000183105469,85.58000183105469,14117064,2,1,5,0.9968392699956894,5.125,5.375,4.0,1.0,BABA,,
2024-11-25,150.6999969482422,153.27999877929688,150.25999450683594,153.10000610351562,153.10000610351562,9792727,3,1,4,0.9235193356871604,3.875,2.125,3.5,1.0,BA,,
2024-11-25,243.4600067138672,250.5749969482422,243.0500030517578,249.32000732421875,249.32000732421875,4205343,5,2,1,0.9367535933852196,4.0,5.5,3.25,1.0,UNP,,
2024-11-25,400.0,407.1499938964844,400.0,405.6499938964844,405.6499938964844,4396142,4,0,4,0.9868927299976348,5.875,5.375,4.375,1.0,CAT,,
2024-11-25,182.2400054931641,183.6999969482422,179.5500030517578,180.2100067138672,180.2100067138672,3247493,5,1,2,0.976769357919693,4.25,6.5,2.125,0.0,GE,,
2024-11-25,532.97998046875,534.0,515.0,521.8900146484375,521.8900146484375,3605526,6,0,2,0.9230906069278716,3.75,6.125,2.625,0.0,LMT,,
2024-11-25,111.9000015258789,111.95999908447266,105.54000091552734,106.0999984741211,106.0999984741211,12187452,4,0,4,0.99685787409544,5.625,5.875,2.25,0.0,COP,,
2024-11-25,201.42999267578125,204.13999938964844,199.9600067138672,202.92999267578125,202.92999267578125,9140873,5,1,2,0.9335255101323128,5.875,4.625,4.5,1.0,TXN,,
2024-11-25,88.22000122070312,92.79989624023438,88.21499633789062,89.02999877929688,89.02999877929688,16066227,5,0,3,0.99379812926054,3.625,5.75,1.75,1.0,ZM,,
2024-11-25,92.5,92.51000213623048,89.30000305175781,90.75,90.75,11085858,6,0,2,0.9148691445589066,4.25,6.25,3.25,0.0,SQ,,
2024-11-25,87.94999694824219,88.43000030517578,87.41000366210938,88.41999816894531,88.41999816894531,5833782,3,1,4,0.9855033531785012,4.5,6.25,2.5,1.0,SO,,
2024-11-25,236.1699981689453,239.375,235.4499969482422,237.67999267578125,237.67999267578125,1961985,5,0,3,0.9957692176103592,5.375,5.25,3.875,1.0,DHR,,
2024-11-25,973.8699951171876,975.0,949.6900024414062,960.8900146484376,960.8900146484376,3006869,5,1,2,0.9991159364581108,3.875,5.75,4.25,0.0,COST,,
2024-11-25,448.0,469.3900146484375,446.7000122070313,462.6900024414063,462.6900024414063,2458029,3,1,4,0.8510224223136902,5.875,5.125,4.25,1.0,DE,,
2024-11-25,31.96999931335449,32.48500061035156,31.90999984741211,32.02000045776367,32.02000045776367,17337091,3,2,3,0.9195368885993958,4.75,5.125,4.125,1.0,KHC,,
2024-11-25,80.75,83.09500122070312,80.19999694824219,82.66999816894531,82.66999816894531,4190786,3,5,0,0.999595619738102,4.125,2.75,4.5,1.0,BIDU,,
2024-11-25,97.20999908447266,98.0,96.13999938964844,96.83000183105467,96.83000183105467,4471627,5,2,1,0.9709627404808998,3.375,6.375,3.125,0.0,UAL,,
2024-11-25,95.54000091552734,95.75,94.94000244140624,95.33999633789062,95.33999633789062,6159199,3,0,5,0.992382913827896,4.25,6.5,3.25,0.0,CL,,
2024-11-25,130.6699981689453,131.0500030517578,129.1649932861328,130.7100067138672,130.7100067138672,4360512,5,1,2,0.9984868466854095,4.625,5.25,2.75,1.0,PM,,
2024-11-25,52.54999923706055,52.650001525878906,52.27999877929688,52.459999084472656,52.459999084472656,1642318,0,0,8,0.8997294753789902,5.25,4.375,5.5,0.0,BHP,,
2024-11-25,188.08999633789065,188.25,183.72000122070312,185.0800018310547,185.0800018310547,12992648,2,1,5,0.9550053998827934,5.25,6.875,2.875,0.0,TSM,,
